RHS;color;consumption;enginecc;fuel;lenght;location;make;mileage;model;power;price;start_production_year;torque;year
enginecc;4.0;10.0;36.0;0.89;?;?;0.0;18000.0;5.0;6.2;2000.0;0.0;2.0;1.0
enginecc;4.0;10.0;36.0;0.89;?;9.0;0.0;18000.0;5.0;6.2;2000.0;0.0;2.0;1.0
enginecc;4.0;?;36.0;?;?;8.0;4.0;?;?;6.2;?;1.0;?;?
enginecc;4.0;?;36.0;0.89;?;9.0;0.0;18000.0;5.0;6.2;2000.0;0.0;2.0;1.0
enginecc;4.0;?;36.0;0.89;?;11.0;0.0;12000.0;5.0;6.2;?;0.0;2.0;2.0
enginecc;0.0;?;36.0;?;5.0;?;0.0;33000.0;6.0;?;?;2.0;?;?
enginecc;4.0;10.0;36.0;0.89;?;9.0;0.0;18000.0;5.0;6.2;2000.0;0.0;2.0;?
enginecc;4.0;10.0;36.0;0.89;?;9.0;0.0;18000.0;?;6.2;2000.0;0.0;2.0;1.0
enginecc;4.0;10.0;36.0;?;?;?;0.0;12000.0;5.0;6.2;?;0.0;?;2.0
enginecc;4.0;10.0;36.0;0.89;?;11.0;0.0;12000.0;5.0;6.2;?;0.0;2.0;?
enginecc;4.0;12.0;36.0;0.89;5.0;?;0.0;40000.0;5.0;11.2;?;2.0;2.0;?
enginecc;4.0;?;36.0;?;?;9.0;0.0;18000.0;5.0;?;2000.0;0.0;?;1.0
enginecc;3.0;11.0;2.0;0.89;143.0;?;9.0;22000.0;?;3.2;?;1.0;1.0;?
enginecc;3.0;?;2.0;?;143.0;10.0;9.0;22000.0;?;?;?;1.0;1.0;?
enginecc;3.0;11.0;2.0;0.89;143.0;10.0;9.0;?;?;3.2;?;1.0;1.0;?
enginecc;3.0;11.0;2.0;0.89;?;10.0;?;?;9.0;3.2;?;1.0;1.0;3.0
enginecc;3.0;11.0;2.0;0.89;?;?;?;22000.0;?;3.2;9000.0;1.0;1.0;3.0
enginecc;3.0;?;2.0;0.89;?;?;?;?;?;3.2;?;?;1.0;?
enginecc;3.0;11.0;2.0;?;?;?;9.0;22000.0;?;3.2;?;1.0;1.0;?
enginecc;3.0;11.0;2.0;?;143.0;?;?;?;?;?;?;1.0;1.0;3.0
enginecc;3.0;?;2.0;0.89;?;10.0;?;?;?;3.2;?;?;1.0;?
enginecc;3.0;11.0;2.0;0.89;143.0;10.0;9.0;22000.0;9.0;3.2;?;1.0;1.0;?
enginecc;3.0;11.0;2.0;0.89;143.0;10.0;?;22000.0;9.0;3.2;?;1.0;1.0;3.0
enginecc;3.0;?;2.0;0.89;143.0;?;?;22000.0;9.0;3.2;?;1.0;1.0;3.0
enginecc;3.0;?;2.0;?;143.0;10.0;?;?;9.0;3.2;?;1.0;1.0;?
enginecc;3.0;?;2.0;0.89;143.0;10.0;?;?;9.0;3.2;?;1.0;1.0;?
enginecc;3.0;11.0;2.0;0.89;143.0;?;9.0;22000.0;9.0;3.2;9000.0;1.0;1.0;3.0
enginecc;3.0;11.0;2.0;0.89;143.0;10.0;?;22000.0;?;3.2;?;1.0;1.0;?
enginecc;3.0;11.0;2.0;0.89;143.0;?;9.0;22000.0;?;3.2;9000.0;1.0;1.0;3.0
enginecc;3.0;11.0;2.0;0.89;143.0;?;?;?;9.0;3.2;?;1.0;1.0;3.0
enginecc;3.0;11.0;2.0;?;?;10.0;9.0;22000.0;?;3.2;?;1.0;1.0;3.0
enginecc;3.0;11.0;2.0;0.89;143.0;10.0;?;22000.0;9.0;3.2;?;1.0;1.0;?
enginecc;3.0;?;2.0;0.89;143.0;10.0;?;22000.0;9.0;3.2;?;1.0;1.0;?
enginecc;3.0;11.0;2.0;?;143.0;10.0;?;?;9.0;3.2;?;1.0;1.0;3.0
enginecc;3.0;11.0;2.0;0.89;143.0;?;9.0;?;?;3.2;?;1.0;1.0;?
enginecc;3.0;11.0;2.0;?;143.0;10.0;9.0;?;?;?;?;1.0;1.0;?
enginecc;3.0;11.0;2.0;0.89;143.0;10.0;?;?;9.0;3.2;?;1.0;1.0;?
enginecc;5.0;12.0;0.0;0.0;5.0;9.0;0.0;58000.0;0.0;5.0;?;2.0;1.0;?
enginecc;5.0;12.0;0.0;0.0;5.0;?;0.0;?;0.0;5.0;?;2.0;1.0;?
enginecc;4.0;12.0;0.0;0.0;5.0;?;0.0;52000.0;0.0;5.0;5800.0;2.0;1.0;?
enginecc;0.0;11.0;0.0;0.0;243.0;8.0;4.0;?;?;5.0;?;2.0;1.0;2.0
enginecc;?;?;0.0;0.0;?;9.0;0.0;?;0.0;5.0;?;?;1.0;?
enginecc;?;12.0;0.0;0.0;5.0;9.0;0.0;?;0.0;5.0;?;2.0;1.0;5.0
enginecc;5.0;?;0.0;0.0;0.0;?;0.0;?;0.0;?;1500.0;0.0;?;1.0
enginecc;0.0;11.0;0.0;0.0;243.0;8.0;4.0;?;10.0;5.0;4300.0;2.0;1.0;2.0
enginecc;5.0;12.0;0.0;0.0;5.0;?;0.0;?;0.0;5.0;7300.0;2.0;1.0;?
enginecc;4.0;?;0.0;0.0;0.0;?;0.0;7000.0;1.0;?;1300.0;0.0;?;1.0
enginecc;4.0;?;0.0;0.0;5.0;11.0;0.0;?;0.0;5.0;?;?;1.0;4.0
enginecc;?;?;0.0;0.0;0.0;11.0;0.0;6000.0;0.0;?;1500.0;0.0;?;?
enginecc;?;?;0.0;0.0;0.0;?;0.0;?;0.0;?;1500.0;0.0;?;1.0
enginecc;?;?;0.0;0.0;5.0;?;0.0;52000.0;0.0;5.0;?;2.0;1.0;?
enginecc;0.0;11.0;0.0;0.0;243.0;8.0;?;?;?;?;?;?;1.0;2.0
enginecc;0.0;11.0;0.0;0.0;243.0;8.0;?;37000.0;?;5.0;?;2.0;1.0;?
enginecc;0.0;?;0.0;0.0;243.0;8.0;4.0;?;10.0;5.0;?;?;1.0;?
enginecc;0.0;?;0.0;0.0;243.0;8.0;4.0;?;?;?;?;?;1.0;?
enginecc;4.0;?;0.0;0.0;?;11.0;0.0;?;0.0;5.0;?;?;1.0;?
enginecc;0.0;11.0;0.0;0.0;?;8.0;4.0;37000.0;?;5.0;?;2.0;1.0;2.0
enginecc;5.0;?;0.0;0.0;0.0;11.0;0.0;6000.0;0.0;?;1500.0;0.0;?;1.0
enginecc;0.0;?;0.0;0.0;243.0;8.0;?;?;10.0;5.0;?;2.0;1.0;?
enginecc;0.0;11.0;0.0;0.0;?;8.0;?;37000.0;?;5.0;4300.0;2.0;1.0;2.0
enginecc;4.0;?;0.0;0.0;5.0;?;0.0;?;0.0;?;?;?;1.0;?
enginecc;?;?;0.0;0.0;0.0;11.0;0.0;6000.0;0.0;?;?;0.0;?;1.0
enginecc;4.0;?;0.0;0.0;5.0;?;0.0;?;0.0;?;5800.0;?;1.0;?
enginecc;?;?;0.0;0.0;0.0;11.0;0.0;6000.0;0.0;?;?;0.0;?;?
enginecc;0.0;11.0;0.0;0.0;?;8.0;4.0;?;?;?;4300.0;?;1.0;?
enginecc;?;0.0;0.0;?;?;?;?;?;?;?;?;?;?;?
enginecc;0.0;11.0;0.0;0.0;243.0;8.0;4.0;?;?;5.0;?;2.0;1.0;?
enginecc;0.0;11.0;0.0;0.0;243.0;8.0;4.0;?;?;5.0;?;?;1.0;2.0
enginecc;4.0;12.0;0.0;0.0;5.0;?;0.0;?;0.0;5.0;5800.0;2.0;1.0;?
enginecc;0.0;?;0.0;0.0;243.0;8.0;4.0;37000.0;10.0;5.0;4300.0;?;1.0;?
enginecc;?;?;0.0;0.0;0.0;8.0;0.0;7000.0;1.0;?;?;0.0;?;1.0
enginecc;5.0;?;0.0;0.0;5.0;9.0;0.0;?;0.0;?;?;?;1.0;?
enginecc;4.0;12.0;0.0;0.0;5.0;?;0.0;?;0.0;5.0;?;2.0;1.0;?
enginecc;0.0;11.0;0.0;0.0;243.0;8.0;4.0;?;10.0;5.0;?;?;1.0;2.0
enginecc;0.0;11.0;0.0;0.0;243.0;8.0;4.0;37000.0;?;5.0;4300.0;2.0;1.0;?
enginecc;4.0;12.0;0.0;0.0;5.0;11.0;0.0;?;0.0;5.0;?;?;1.0;4.0
enginecc;0.0;11.0;0.0;0.0;243.0;8.0;4.0;?;10.0;5.0;4300.0;2.0;1.0;?
enginecc;?;12.0;0.0;0.0;5.0;?;0.0;?;0.0;5.0;7300.0;2.0;1.0;5.0
enginecc;4.0;?;0.0;0.0;0.0;8.0;0.0;7000.0;1.0;?;1300.0;0.0;?;?
enginecc;4.0;?;0.0;0.0;0.0;8.0;0.0;7000.0;1.0;?;1300.0;0.0;?;1.0
enginecc;?;?;0.0;0.0;0.0;11.0;0.0;6000.0;0.0;?;1500.0;0.0;?;1.0
enginecc;?;?;0.0;0.0;5.0;11.0;0.0;?;0.0;5.0;?;2.0;1.0;?
enginecc;?;12.0;0.0;0.0;5.0;?;0.0;?;0.0;5.0;5800.0;2.0;1.0;4.0
enginecc;4.0;?;0.0;0.0;5.0;11.0;0.0;?;0.0;5.0;?;?;1.0;?
enginecc;0.0;?;0.0;0.0;243.0;8.0;?;?;10.0;5.0;4300.0;2.0;1.0;2.0
enginecc;4.0;12.0;0.0;0.0;5.0;?;0.0;?;0.0;5.0;?;?;1.0;4.0
enginecc;0.0;?;0.0;0.0;?;8.0;?;?;?;5.0;?;?;1.0;?
enginecc;0.0;?;0.0;0.0;243.0;8.0;?;37000.0;10.0;5.0;?;?;1.0;2.0
enginecc;?;?;0.0;0.0;5.0;9.0;0.0;58000.0;0.0;5.0;?;2.0;1.0;?
enginecc;?;?;0.0;0.0;5.0;9.0;0.0;?;0.0;?;?;?;1.0;?
enginecc;?;?;0.0;0.0;0.0;?;0.0;6000.0;0.0;?;?;0.0;?;1.0
enginecc;?;?;0.0;0.0;5.0;9.0;0.0;?;0.0;5.0;?;?;1.0;?
enginecc;?;?;0.0;0.0;5.0;?;0.0;?;0.0;?;?;?;1.0;4.0
enginecc;5.0;?;0.0;0.0;0.0;11.0;0.0;6000.0;0.0;?;1500.0;0.0;?;?
enginecc;4.0;?;0.0;0.0;?;?;0.0;?;0.0;5.0;?;?;1.0;?
enginecc;?;?;0.0;0.0;5.0;?;0.0;?;0.0;?;5800.0;?;1.0;?
enginecc;0.0;11.0;0.0;0.0;243.0;8.0;4.0;?;10.0;5.0;?;?;1.0;?
enginecc;?;?;0.0;0.0;0.0;8.0;0.0;7000.0;1.0;?;1300.0;0.0;?;1.0
enginecc;4.0;12.0;0.0;0.0;5.0;?;0.0;?;0.0;5.0;5800.0;2.0;1.0;4.0
enginecc;0.0;11.0;0.0;0.0;?;8.0;4.0;?;10.0;5.0;4300.0;?;1.0;2.0
enginecc;0.0;11.0;0.0;0.0;?;8.0;?;?;?;5.0;4300.0;2.0;1.0;2.0
enginecc;4.0;?;0.0;0.0;0.0;8.0;0.0;?;1.0;?;1300.0;0.0;?;1.0
enginecc;0.0;?;0.0;0.0;?;8.0;?;?;?;5.0;?;?;1.0;2.0
enginecc;?;?;0.0;?;?;?;?;?;?;?;?;?;0.0;?
enginecc;4.0;?;0.0;0.0;5.0;?;0.0;?;0.0;5.0;?;2.0;1.0;?
enginecc;4.0;12.0;0.0;0.0;5.0;11.0;0.0;?;0.0;5.0;5800.0;2.0;1.0;?
enginecc;4.0;?;0.0;0.0;5.0;?;0.0;?;0.0;5.0;?;?;1.0;?
enginecc;5.0;12.0;0.0;0.0;5.0;9.0;0.0;?;0.0;5.0;?;?;1.0;?
enginecc;5.0;?;0.0;0.0;0.0;?;0.0;6000.0;0.0;?;1500.0;0.0;?;1.0
enginecc;?;12.0;0.0;0.0;5.0;9.0;0.0;?;0.0;5.0;7300.0;2.0;1.0;5.0
enginecc;4.0;12.0;0.0;0.0;5.0;11.0;0.0;?;0.0;5.0;?;2.0;1.0;4.0
enginecc;4.0;?;0.0;0.0;0.0;8.0;0.0;7000.0;1.0;?;?;0.0;?;1.0
enginecc;4.0;?;0.0;0.0;5.0;11.0;0.0;?;0.0;?;?;?;1.0;?
enginecc;?;?;0.0;0.0;5.0;11.0;0.0;?;0.0;5.0;?;?;1.0;?
enginecc;5.0;12.0;0.0;0.0;5.0;?;0.0;58000.0;0.0;5.0;7300.0;2.0;1.0;?
enginecc;?;?;0.0;0.0;5.0;9.0;0.0;?;0.0;?;7300.0;?;1.0;?
enginecc;0.0;11.0;0.0;0.0;?;8.0;4.0;?;10.0;5.0;?;?;1.0;2.0
enginecc;4.0;?;0.0;0.0;0.0;8.0;0.0;7000.0;?;?;1300.0;0.0;?;1.0
enginecc;?;?;0.0;?;?;?;?;?;?;0.0;?;?;?;?
enginecc;?;?;0.0;0.0;5.0;?;0.0;?;0.0;5.0;?;2.0;1.0;?
enginecc;?;?;0.0;0.0;5.0;9.0;0.0;?;0.0;5.0;?;2.0;1.0;?
enginecc;4.0;?;0.0;0.0;5.0;?;0.0;52000.0;0.0;5.0;?;2.0;1.0;?
enginecc;0.0;11.0;0.0;0.0;243.0;?;4.0;37000.0;?;5.0;4300.0;2.0;1.0;2.0
enginecc;5.0;12.0;0.0;0.0;5.0;9.0;0.0;?;0.0;5.0;?;2.0;1.0;?
enginecc;5.0;?;0.0;0.0;0.0;11.0;0.0;6000.0;0.0;?;?;0.0;?;1.0
enginecc;4.0;12.0;0.0;0.0;5.0;11.0;0.0;52000.0;0.0;5.0;?;2.0;1.0;?
enginecc;5.0;?;0.0;0.0;5.0;9.0;0.0;?;0.0;5.0;?;?;1.0;?
enginecc;?;?;0.0;0.0;0.0;?;0.0;6000.0;0.0;?;1500.0;0.0;?;1.0
enginecc;?;12.0;0.0;0.0;5.0;?;0.0;?;0.0;5.0;?;?;1.0;?
enginecc;4.0;?;0.0;0.0;0.0;8.0;0.0;7000.0;1.0;?;?;0.0;?;?
enginecc;0.0;11.0;0.0;0.0;?;8.0;4.0;?;?;?;4300.0;?;1.0;2.0
enginecc;5.0;?;0.0;0.0;0.0;?;0.0;6000.0;0.0;?;1500.0;0.0;?;?
enginecc;0.0;?;0.0;0.0;243.0;8.0;?;?;10.0;5.0;?;?;1.0;2.0
torque;?;11.0;234.0;0.89;358.0;?;5.0;?;?;15.0;500.0;1.0;2.0;?
torque;3.0;11.0;208.0;?;392.0;9.0;0.0;?;?;?;?;1.0;2.0;?
torque;4.0;11.0;234.0;0.89;120.0;?;5.0;?;?;15.0;?;1.0;2.0;?
torque;4.0;10.0;?;0.89;?;11.0;0.0;12000.0;5.0;6.2;?;?;2.0;?
torque;?;?;?;0.89;120.0;11.0;?;7000.0;?;?;2000.0;1.0;2.0;?
torque;?;?;?;?;?;?;?;11000.0;9.0;?;1000.0;1.0;2.0;?
torque;?;?;?;?;?;?;?;3000.0;?;?;?;?;2.0;?
torque;4.0;12.0;?;0.89;5.0;?;0.0;40000.0;5.0;11.2;?;2.0;2.0;?
torque;?;10.0;210.0;0.89;249.0;11.0;9.0;?;11.0;6.0;5000.0;?;2.0;?
torque;5.0;11.0;234.0;0.89;358.0;?;5.0;?;?;15.0;1000.0;1.0;2.0;1.0
torque;4.0;?;?;0.89;238.0;8.0;?;?;?;6.2;5000.0;1.0;2.0;?
torque;4.0;?;?;0.89;238.0;8.0;4.0;?;13.0;6.2;?;1.0;2.0;?
torque;?;?;?;0.89;249.0;?;?;?;?;6.0;?;?;2.0;1.0
torque;4.0;10.0;?;0.89;?;9.0;0.0;18000.0;5.0;6.2;2000.0;?;2.0;1.0
torque;3.0;11.0;208.0;?;392.0;9.0;0.0;21000.0;?;?;?;1.0;2.0;?
torque;4.0;?;?;0.89;120.0;11.0;?;7000.0;?;?;?;1.0;2.0;?
torque;4.0;10.0;?;0.89;?;?;0.0;18000.0;5.0;6.2;2000.0;?;2.0;1.0
torque;4.0;10.0;?;0.89;?;9.0;0.0;18000.0;5.0;6.2;2000.0;?;2.0;?
torque;?;?;?;0.89;358.0;?;?;?;?;?;1000.0;1.0;2.0;1.0
torque;?;11.0;234.0;0.89;358.0;?;5.0;?;?;15.0;500.0;1.0;2.0;2.0
torque;4.0;11.0;234.0;0.89;120.0;11.0;5.0;7000.0;?;15.0;2000.0;1.0;2.0;?
torque;?;?;?;0.89;?;9.0;0.0;?;5.0;6.2;2000.0;?;2.0;1.0
torque;3.0;11.0;208.0;?;392.0;?;0.0;?;?;?;?;1.0;2.0;?
torque;?;?;?;0.89;5.0;10.0;0.0;33000.0;6.0;?;?;?;2.0;?
torque;?;12.0;?;0.89;5.0;?;0.0;33000.0;6.0;11.2;?;2.0;2.0;?
torque;3.0;11.0;208.0;?;392.0;9.0;0.0;21000.0;7.0;?;4000.0;1.0;2.0;?
torque;?;?;?;0.89;?;11.0;0.0;12000.0;5.0;6.2;3500.0;?;2.0;?
torque;5.0;?;?;?;?;11.0;?;11000.0;9.0;?;?;1.0;2.0;?
torque;3.0;11.0;208.0;?;392.0;?;0.0;21000.0;7.0;?;4000.0;1.0;2.0;?
torque;?;10.0;?;0.89;249.0;11.0;?;?;11.0;6.0;?;?;2.0;?
torque;?;11.0;?;0.89;358.0;?;?;?;13.0;?;500.0;1.0;2.0;?
torque;4.0;10.0;?;0.89;?;11.0;0.0;12000.0;?;6.2;?;?;2.0;?
torque;4.0;10.0;?;0.89;?;9.0;0.0;18000.0;5.0;6.2;?;?;2.0;?
torque;4.0;10.0;?;0.89;?;?;0.0;18000.0;5.0;6.2;2000.0;?;2.0;?
torque;4.0;12.0;?;0.89;238.0;8.0;4.0;?;?;6.2;?;1.0;2.0;?
torque;4.0;?;?;0.89;?;?;0.0;12000.0;5.0;6.2;3500.0;?;2.0;2.0
torque;?;?;?;0.89;5.0;?;0.0;33000.0;6.0;?;?;?;2.0;?
torque;5.0;12.0;406.0;?;750.0;?;5.0;11000.0;?;24.0;1000.0;1.0;2.0;?
torque;4.0;11.0;234.0;0.89;120.0;?;5.0;7000.0;?;15.0;2000.0;1.0;2.0;4.0
torque;?;10.0;210.0;0.89;249.0;?;9.0;43000.0;?;6.0;5000.0;?;2.0;1.0
torque;4.0;?;?;0.89;238.0;8.0;?;?;?;6.2;?;1.0;2.0;?
torque;4.0;10.0;?;0.89;?;9.0;0.0;18000.0;?;6.2;2000.0;?;2.0;1.0
torque;3.0;11.0;208.0;?;392.0;?;0.0;21000.0;?;?;4000.0;1.0;2.0;?
torque;5.0;12.0;406.0;?;750.0;11.0;?;11000.0;?;24.0;1000.0;1.0;2.0;?
torque;?;11.0;234.0;0.89;358.0;?;5.0;22000.0;?;15.0;500.0;1.0;2.0;2.0
torque;?;?;?;0.89;5.0;10.0;0.0;?;6.0;11.2;?;2.0;2.0;?
torque;3.0;?;?;?;?;9.0;0.0;?;7.0;?;4000.0;1.0;2.0;?
torque;4.0;10.0;?;0.89;?;11.0;0.0;12000.0;5.0;6.2;3500.0;?;2.0;?
torque;4.0;?;?;0.89;120.0;?;?;7000.0;?;?;2000.0;1.0;2.0;?
torque;?;12.0;?;0.89;5.0;10.0;0.0;?;6.0;11.2;?;2.0;2.0;?
torque;?;11.0;234.0;0.89;358.0;?;?;22000.0;?;15.0;500.0;1.0;2.0;?
torque;4.0;12.0;?;0.89;238.0;?;4.0;?;?;6.2;5000.0;1.0;2.0;4.0
torque;4.0;10.0;?;0.89;?;11.0;0.0;12000.0;5.0;6.2;3500.0;?;2.0;2.0
torque;?;?;?;0.89;358.0;?;?;?;?;?;500.0;1.0;2.0;2.0
torque;?;?;?;0.89;249.0;?;?;?;?;6.0;5000.0;?;2.0;1.0
torque;?;?;?;?;?;?;?;?;?;?;?;0.0;2.0;?
torque;4.0;10.0;?;0.89;?;?;0.0;12000.0;5.0;6.2;3500.0;?;2.0;?
torque;4.0;?;?;0.89;?;11.0;0.0;12000.0;5.0;6.2;?;?;2.0;2.0
torque;?;12.0;?;0.89;5.0;?;0.0;33000.0;6.0;11.2;8000.0;2.0;2.0;?
torque;?;?;?;0.89;358.0;13.0;?;22000.0;?;?;500.0;1.0;2.0;2.0
torque;4.0;?;?;0.89;5.0;8.0;0.0;?;5.0;11.2;?;2.0;2.0;?
torque;3.0;11.0;208.0;?;392.0;?;0.0;21000.0;7.0;?;4000.0;1.0;2.0;4.0
torque;4.0;12.0;?;0.89;5.0;?;0.0;40000.0;5.0;11.2;9300.0;2.0;2.0;?
torque;4.0;10.0;?;0.89;?;?;0.0;?;5.0;6.2;?;?;2.0;?
torque;?;10.0;210.0;0.89;249.0;?;9.0;?;?;6.0;5000.0;?;2.0;?
torque;4.0;10.0;?;0.89;?;?;0.0;?;5.0;6.2;?;?;2.0;2.0
torque;?;10.0;210.0;0.89;249.0;11.0;9.0;43000.0;?;6.0;5000.0;?;2.0;1.0
torque;3.0;?;?;?;392.0;9.0;0.0;21000.0;7.0;?;?;1.0;2.0;?
torque;4.0;11.0;?;0.89;120.0;11.0;?;7000.0;?;?;?;1.0;2.0;?
torque;5.0;12.0;406.0;?;750.0;11.0;5.0;11000.0;9.0;24.0;1000.0;1.0;2.0;?
torque;?;?;?;0.89;238.0;8.0;?;?;?;6.2;?;1.0;2.0;?
torque;5.0;12.0;406.0;?;750.0;11.0;5.0;11000.0;?;24.0;1000.0;1.0;2.0;?
torque;?;?;?;0.89;5.0;10.0;0.0;?;6.0;?;?;?;2.0;?
torque;5.0;11.0;234.0;0.89;358.0;?;5.0;28000.0;?;15.0;1000.0;1.0;2.0;?
torque;?;?;36.0;?;?;?;?;?;?;?;?;?;2.0;?
torque;3.0;11.0;?;?;392.0;9.0;0.0;?;7.0;?;?;1.0;2.0;?
torque;?;?;?;?;0.0;?;?;?;?;?;?;?;2.0;?
torque;4.0;12.0;?;0.89;5.0;8.0;0.0;40000.0;5.0;11.2;?;2.0;2.0;?
torque;?;12.0;?;0.89;5.0;?;0.0;33000.0;?;11.2;8000.0;2.0;2.0;?
torque;4.0;?;?;0.89;5.0;8.0;0.0;?;5.0;?;?;?;2.0;?
torque;?;10.0;210.0;0.89;249.0;11.0;?;43000.0;?;6.0;?;?;2.0;1.0
torque;?;12.0;?;0.89;5.0;?;0.0;?;?;11.2;?;2.0;2.0;?
torque;?;?;?;?;?;11.0;?;11000.0;9.0;?;1000.0;1.0;2.0;?
torque;4.0;12.0;?;0.89;5.0;8.0;0.0;?;5.0;11.2;?;2.0;2.0;?
torque;4.0;12.0;?;0.89;5.0;8.0;0.0;40000.0;?;11.2;?;2.0;2.0;?
torque;5.0;11.0;234.0;0.89;358.0;?;5.0;28000.0;?;15.0;1000.0;1.0;2.0;1.0
torque;4.0;12.0;?;0.89;238.0;8.0;4.0;?;?;6.2;5000.0;1.0;2.0;?
torque;4.0;?;?;0.89;?;9.0;0.0;18000.0;5.0;6.2;?;?;2.0;1.0
torque;?;?;?;0.89;358.0;?;?;?;?;?;500.0;1.0;2.0;?
torque;5.0;?;?;0.89;358.0;12.0;?;28000.0;?;?;?;1.0;2.0;1.0
torque;5.0;11.0;234.0;0.89;358.0;?;?;28000.0;?;15.0;1000.0;1.0;2.0;1.0
torque;4.0;12.0;?;0.89;238.0;8.0;?;?;?;6.2;?;1.0;2.0;?
torque;5.0;12.0;406.0;?;750.0;?;5.0;11000.0;9.0;24.0;1000.0;1.0;2.0;4.0
torque;?;11.0;?;0.89;358.0;?;?;?;13.0;?;1000.0;1.0;2.0;?
torque;4.0;10.0;?;0.89;?;9.0;0.0;?;5.0;6.2;2000.0;?;2.0;1.0
torque;3.0;11.0;208.0;?;392.0;9.0;0.0;21000.0;?;?;4000.0;1.0;2.0;?
torque;4.0;10.0;?;0.89;?;?;0.0;?;5.0;6.2;?;?;2.0;1.0
torque;5.0;?;?;0.89;358.0;?;?;28000.0;?;?;1000.0;1.0;2.0;1.0
torque;0.0;?;?;?;?;?;?;?;?;?;?;?;2.0;?
torque;4.0;12.0;?;0.89;238.0;?;4.0;?;?;6.2;5000.0;1.0;2.0;?
torque;?;?;?;0.89;5.0;8.0;0.0;?;5.0;11.2;?;2.0;2.0;?
torque;?;?;?;0.89;249.0;11.0;?;?;?;6.0;?;?;2.0;1.0
torque;5.0;?;?;?;?;?;?;11000.0;9.0;?;1000.0;1.0;2.0;?
torque;?;?;?;?;?;?;?;?;?;2.8;?;?;2.0;?
torque;?;12.0;?;0.89;5.0;10.0;0.0;33000.0;?;11.2;?;2.0;2.0;?
torque;4.0;11.0;234.0;0.89;120.0;?;5.0;7000.0;?;15.0;2000.0;1.0;2.0;?
torque;4.0;?;?;0.89;?;9.0;0.0;18000.0;5.0;6.2;2000.0;?;2.0;1.0
torque;5.0;11.0;234.0;0.89;358.0;?;5.0;?;?;15.0;1000.0;1.0;2.0;?
torque;4.0;10.0;?;0.89;?;?;0.0;12000.0;5.0;6.2;3500.0;?;2.0;2.0
torque;4.0;?;?;0.89;?;?;0.0;12000.0;5.0;6.2;?;?;2.0;2.0
torque;?;11.0;234.0;0.89;358.0;?;5.0;22000.0;?;15.0;500.0;1.0;2.0;?
torque;?;?;?;0.0;?;?;?;?;?;?;?;?;2.0;?
torque;4.0;11.0;234.0;0.89;120.0;11.0;?;7000.0;?;15.0;2000.0;1.0;2.0;?
torque;?;?;?;0.89;358.0;?;?;22000.0;?;?;500.0;1.0;2.0;2.0
torque;?;10.0;210.0;0.89;249.0;?;9.0;?;?;6.0;?;?;2.0;1.0
torque;4.0;6.0;198.0;0.0;358.0;?;5.0;?;?;21.2;?;1.0;1.0;0.0
torque;0.0;?;?;0.0;243.0;8.0;?;37000.0;10.0;5.0;?;?;1.0;2.0
torque;0.0;11.0;?;0.0;?;8.0;4.0;?;10.0;5.0;?;?;1.0;2.0
torque;0.0;11.0;?;0.0;243.0;8.0;?;?;?;?;?;?;1.0;2.0
torque;4.0;11.0;38.0;0.0;138.0;10.0;?;62000.0;?;8.0;?;2.0;1.0;?
torque;4.0;?;38.0;0.0;381.0;10.0;?;?;8.0;3.0;?;1.0;1.0;1.0
torque;?;12.0;?;0.0;5.0;?;0.0;?;1.0;5.0;4500.0;2.0;1.0;3.0
torque;?;11.0;?;0.0;238.0;9.0;4.0;21000.0;10.0;?;?;1.0;1.0;?
torque;4.0;11.0;38.0;0.0;138.0;10.0;?;?;5.0;8.0;?;?;1.0;?
torque;0.0;?;?;0.0;?;8.0;?;?;?;5.0;?;?;1.0;?
torque;5.0;11.0;38.0;0.0;143.0;?;9.0;4000.0;5.0;3.0;7000.0;1.0;1.0;2.0
torque;5.0;?;?;0.0;5.0;9.0;0.0;?;0.0;5.0;?;?;1.0;?
torque;5.0;12.0;?;0.0;5.0;?;0.0;58000.0;0.0;5.0;7300.0;2.0;1.0;?
torque;4.0;12.0;?;0.0;5.0;?;0.0;45000.0;1.0;5.0;4500.0;2.0;1.0;3.0
torque;?;?;?;0.0;243.0;8.0;4.0;30000.0;10.0;5.0;3000.0;?;1.0;1.0
torque;4.0;?;?;0.0;?;8.0;?;?;?;5.0;?;?;1.0;1.0
torque;4.0;11.0;?;0.0;243.0;8.0;?;30000.0;?;5.0;?;2.0;1.0;1.0
torque;?;6.0;198.0;0.0;358.0;12.0;5.0;10000.0;11.0;?;?;1.0;1.0;0.0
torque;4.0;11.0;?;0.0;238.0;?;4.0;?;10.0;?;1500.0;1.0;1.0;2.0
torque;3.0;?;2.0;0.89;?;10.0;?;?;?;3.2;?;?;1.0;?
torque;?;12.0;?;0.0;5.0;9.0;0.0;?;0.0;5.0;7300.0;2.0;1.0;5.0
torque;?;?;?;0.0;5.0;?;0.0;?;1.0;?;?;?;1.0;3.0
torque;?;11.0;?;0.0;238.0;12.0;4.0;15000.0;10.0;?;?;1.0;1.0;2.0
torque;4.0;12.0;?;0.0;5.0;?;0.0;?;1.0;5.0;4500.0;?;1.0;3.0
torque;5.0;11.0;38.0;0.0;143.0;10.0;9.0;4000.0;5.0;3.0;?;1.0;1.0;?
torque;4.0;11.0;38.0;0.0;138.0;?;9.0;?;5.0;8.0;?;2.0;1.0;?
